MOLECULE,ROUTE,TECHNICAL_SPECIFICATIONS,ATC_CODE,_BRAND_CANDIDATE,_BRAND_CANDIDATE_N,_FDA_BRAND_N,_FDA_GENERIC_N,_GENERIC_FROM_BRAND,_GENERIC_BEST,_GENERIC_BASE,_ROUTE_N,_STRENGTHS,_FORMS,_SIG3
Sodium Valproate + Valproic Acid (Divalproex Sodium),Oral:,500 mg Tablet *Primary Health Care,N03AG01,,,,STREPTOKINASE,STREPTOKINASE,SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX SODIUM),SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX),PO,['500MG'],['TABLET'],500MG|TABLET|PO
Sodium Valproate + Valproic Acid (Divalproex Sodium),Oral:,250 mg Extended Release (ER) tablet *Primary Health Care,N03AG01,,,,STREPTOKINASE,STREPTOKINASE,SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX SODIUM),SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX),PO,['250MG'],['TABLET'],250MG|TABLET|PO
Sodium Valproate + Valproic Acid (Divalproex Sodium),Oral:,500 mg Extended Release (ER) tablet *Primary Health Care,N03AG01,,,,STREPTOKINASE,STREPTOKINASE,SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX SODIUM),SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX),PO,['500MG'],['TABLET'],500MG|TABLET|PO
Sodium Valproate + Valproic Acid (Divalproex Sodium),Oral:,500 mg (333 mg Sodium valproate + 145 mg Valproic acid) Controlled Release (CR) tablet *Primary Health Care,N03AG01,,,,STREPTOKINASE,STREPTOKINASE,SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX SODIUM),SODIUM VALPROATE + VALPROIC ACID (DIVALPROEX),PO,"['145MG', '333MG', '500MG']",['TABLET'],"145MG,333MG,500MG|TABLET|PO"
Sofosbuvir,Oral:,400 mg Tablet ,J05AP08 ,,,,STREPTOKINASE,STREPTOKINASE,SOFOSBUVIR,SOFOSBUVIR,PO,['400MG'],['TABLET'],400MG|TABLET|PO
Sofosbuvir + Ledipasvir,Oral:,400 mg + 90 mg Tablet ,J05AP51 ,,,,STREPTOKINASE,STREPTOKINASE,SOFOSBUVIR + LEDIPASVIR,SOFOSBUVIR + LEDIPASVIR,PO,"['400MG', '90MG']",['TABLET'],"400MG,90MG|TABLET|PO"
Sofosbuvir + Velpatasvir,Oral:,400 mg + 100 mg Tablet ,J05AP55 ,,,,STREPTOKINASE,STREPTOKINASE,SOFOSBUVIR + VELPATASVIR,SOFOSBUVIR + VELPATASVIR,PO,"['100MG', '400MG']",['TABLET'],"100MG,400MG|TABLET|PO"
Somatostatin,Inj.:,"250 mcg Ampul/Vial (IV,IV infusion) ",H01CB01 ,,,,STREPTOKINASE,STREPTOKINASE,SOMATOSTATIN,SOMATOSTATIN,INJ.,['250MCG'],"['AMPUL', 'VIAL']","250MCG|AMPUL,VIAL|INJ."
Somatostatin,Inj.:,"3 mg Ampul/Vial (IV,IV infusion) ",H01CB01 ,,,,STREPTOKINASE,STREPTOKINASE,SOMATOSTATIN,SOMATOSTATIN,INJ.,['3MG'],"['AMPUL', 'VIAL']","3MG|AMPUL,VIAL|INJ."
Soya bean oil + Medium chain triglycerides + Olive oil + Purified fish oil,Inj.:,20% (200 mg/mL) Emulsion for IV infusion in 250 mL ,B05BA02 ,,,,STREPTOKINASE,STREPTOKINASE,SOYA BEAN OIL + MEDIUM CHAIN TRIGLYCERIDES + OLIVE OIL + PURIFIED FISH OIL,SOYA BEAN OIL + MEDIUM CHAIN TRIGLYCERIDES + OLIVE OIL + PURIFIED FISH OIL,INJ.,"['20%', '200MG', '250ML']",['EMULSION'],"20%,200MG,250ML|EMULSION|INJ."
Spectinomycin,Inj.:,2 g Vial (IM) ,J01XX04 ,,,,STREPTOKINASE,STREPTOKINASE,SPECTINOMYCIN,SPECTINOMYCIN,INJ.,['2G'],['VIAL'],2G|VIAL|INJ.
Spironolactone,Oral:,25 mg Tablet (K-sparer) ,C03DA01 ,,,,STREPTOKINASE,STREPTOKINASE,SPIRONOLACTONE,SPIRONOLACTONE,PO,['25MG'],['TABLET'],25MG|TABLET|PO
Spironolactone,Oral:,50 mg Tablet (K-sparer) ,C03DA01 ,,,,STREPTOKINASE,STREPTOKINASE,SPIRONOLACTONE,SPIRONOLACTONE,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Spironolactone,Oral:,100 mg Tablet (K-sparer) ,C03DA01 ,,,,STREPTOKINASE,STREPTOKINASE,SPIRONOLACTONE,SPIRONOLACTONE,PO,['100MG'],['TABLET'],100MG|TABLET|PO
Standard Senna Concentrate,Oral:,187 mg Tablet ,A06AB06 ,,,,STREPTOKINASE,STREPTOKINASE,STANDARD SENNA CONCENTRATE,STANDARD SENNA CONCENTRATE,PO,['187MG'],['TABLET'],187MG|TABLET|PO
Standard Senna Concentrate,Oral:,374 mg Tablet ,A06AB06 ,,,,STREPTOKINASE,STREPTOKINASE,STANDARD SENNA CONCENTRATE,STANDARD SENNA CONCENTRATE,PO,['374MG'],['TABLET'],374MG|TABLET|PO
Sterile Water for Injection,Inj.:,in 2 mL Ampul (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['2ML'],['AMPUL'],2ML|AMPUL|INJ.
Sterile Water for Injection,Inj.:,in 5 mL Ampul (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['5ML'],['AMPUL'],5ML|AMPUL|INJ.
Sterile Water for Injection,Inj.:,in 10 mL Ampul (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['10ML'],['AMPUL'],10ML|AMPUL|INJ.
Sterile Water for Injection,Inj.:,in 20 mL Ampul (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['20ML'],['AMPUL'],20ML|AMPUL|INJ.
Sterile Water for Injection,Inj.:,in 50 mL Bottle/Bag (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['50ML'],['UNSPECIFIED'],50ML|UNSPECIFIED|INJ.
Sterile Water for Injection,Inj.:,in 100 mL Bottle/Bag (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['100ML'],['UNSPECIFIED'],100ML|UNSPECIFIED|INJ.
Sterile Water for Injection,Inj.:,in 500 mL Bottle/Bag (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['500ML'],['UNSPECIFIED'],500ML|UNSPECIFIED|INJ.
Sterile Water for Injection,Inj.:,in 1 L Bottle/Bag (No preservative) *Primary Health Care,V07AB ,,,,STREPTOKINASE,STREPTOKINASE,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,INJ.,['UNSPECIFIED'],['UNSPECIFIED'],UNSPECIFIED|UNSPECIFIED|INJ.
Streptokinase,Inj.:,"1,500,000 IU Powder Vial (IV infusion) ",B01AD01 ,,,,STREPTOKINASE,STREPTOKINASE,STREPTOKINASE,STREPTOKINASE,INJ.,['000IU'],['VIAL'],000IU|VIAL|INJ.
Streptomycin,Inj.:,1 g (as Sulfate) Vial (IM) ,J01GA01 ,,,,STREPTOKINASE,STREPTOKINASE,STREPTOMYCIN,STREPTOMYCIN,INJ.,['1G'],['VIAL'],1G|VIAL|INJ.
Succimer/Dimercapto succinic acid (DMSA),Oral:,100 mg Capsule ,V09CA02 ,,,,STREPTOKINASE,STREPTOKINASE,SUCCIMER/DIMERCAPTO SUCCINIC ACID (DMSA),SUCCIMER/DIMERCAPTO SUCCINIC ACID (DMSA),PO,['100MG'],['CAPSULE'],100MG|CAPSULE|PO
Succimer/Dimercapto succinic acid (DMSA),Oral:,200 mg Capsule ,V09CA02 ,,,,STREPTOKINASE,STREPTOKINASE,SUCCIMER/DIMERCAPTO SUCCINIC ACID (DMSA),SUCCIMER/DIMERCAPTO SUCCINIC ACID (DMSA),PO,['200MG'],['CAPSULE'],200MG|CAPSULE|PO
Sucralfate,Oral:,1 g Tablet ,A02BX02 ,,,,STREPTOKINASE,STREPTOKINASE,SUCRALFATE,SUCRALFATE,PO,['1G'],['TABLET'],1G|TABLET|PO
Sugammadex,Inj.:,100 mg/mL Solution for injection in 2 mL Vial (IV) ,V03AB35 ,,,,STREPTOKINASE,STREPTOKINASE,SUGAMMADEX,SUGAMMADEX,INJ.,"['100MG', '2ML']","['SOLUTION', 'VIAL']","100MG,2ML|SOLUTION,VIAL|INJ."
Sulfacetamide + Prednisolone,Ophthalmic:,10% + 0.25% (as Acetate) Ophthalmic drop suspension in 5 mL ,S01CA02 ,,,,STREPTOKINASE,STREPTOKINASE,SULFACETAMIDE + PREDNISOLONE,SULFACETAMIDE + PREDNISOLONE,OPHTHALMIC,"['0.25%', '10%', '5ML']",['SUSPENSION'],"0.25%,10%,5ML|SUSPENSION|OPHTHALMIC"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,400 mg + 80 mg Tablet *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['400MG', '80MG']",['TABLET'],"400MG,80MG|TABLET|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,400 mg + 80 mg Capsule *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['400MG', '80MG']",['CAPSULE'],"400MG,80MG|CAPSULE|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,800 mg (as Sulfate) + 160 mg Tablet *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['160MG', '800MG']",['TABLET'],"160MG,800MG|TABLET|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,200 mg + 40 mg/5 mL Suspension in 70 mL *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['200MG', '40MG/5ML', '70ML']",['SUSPENSION'],"200MG,40MG/5ML,70ML|SUSPENSION|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,200 mg + 40 mg/5 mL Suspension in 120 mL *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['120ML', '200MG', '40MG/5ML']",['SUSPENSION'],"120ML,200MG,40MG/5ML|SUSPENSION|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Oral:,400 mg + 80 mg/5 mL Suspension in 60 mL *Primary Health Care,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),PO,"['400MG', '60ML', '80MG/5ML']",['SUSPENSION'],"400MG,60ML,80MG/5ML|SUSPENSION|PO"
Sulfamethoxazole + Trimethoprim (Cotrimoxazole),Inj.:,400 mg + 80 mg in 5 mL Ampul (IV infusion) ,J01EE01,,,,STREPTOKINASE,STREPTOKINASE,SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),SULFAMETHOXAZOLE + TRIMETHOPRIM (COTRIMOXAZOLE),INJ.,"['400MG', '5ML', '80MG']",['AMPUL'],"400MG,5ML,80MG|AMPUL|INJ."
Sulfur,Topical:,2% Cream in 10 g Plastic tube ,D10AB02,,,,STREPTOKINASE,STREPTOKINASE,SULFUR,SULFUR,TOP,"['10G', '2%']",['CREAM'],"10G,2%|CREAM|TOP"
Sulfur,Topical:,10% Ointment in 15 g Aluminum collapsible tube ,D10AB02,,,,STREPTOKINASE,STREPTOKINASE,SULFUR,SULFUR,TOP,"['10%', '15G']",['OINTMENT'],"10%,15G|OINTMENT|TOP"
Sulfur,Topical:,10% Ointment in 30 g Aluminum collapsible tube ,D10AB02,,,,STREPTOKINASE,STREPTOKINASE,SULFUR,SULFUR,TOP,"['10%', '30G']",['OINTMENT'],"10%,30G|OINTMENT|TOP"
Sumatriptan,Oral:,50 mg Tablet ,N02CC01 ,,,,STREPTOKINASE,STREPTOKINASE,SUMATRIPTAN,SUMATRIPTAN,PO,['50MG'],['TABLET'],50MG|TABLET|PO
Suxamethonium/Succinylcholine,Inj.:,20 mg/mL (as Chloride) in 10 mL Vial (IV) ,M03AB01 ,,,,STREPTOKINASE,STREPTOKINASE,SUXAMETHONIUM/SUCCINYLCHOLINE,SUXAMETHONIUM/SUCCINYLCHOLINE,INJ.,"['10ML', '20MG']",['VIAL'],"10ML,20MG|VIAL|INJ."
Tacrolimus,Oral:,1 mg Capsule ,L04AD02 ,,,,STREPTOKINASE,STREPTOKINASE,TACROLIMUS,TACROLIMUS,PO,['1MG'],['CAPSULE'],1MG|CAPSULE|PO
Tacrolimus,Oral:,5 mg Capsule ,L04AD02 ,,,,STREPTOKINASE,STREPTOKINASE,TACROLIMUS,TACROLIMUS,PO,['5MG'],['CAPSULE'],5MG|CAPSULE|PO
Tacrolimus,Oral:,1 mg Slow release capsule ,L04AD02 ,,,,STREPTOKINASE,STREPTOKINASE,TACROLIMUS,TACROLIMUS,PO,['1MG'],['CAPSULE'],1MG|CAPSULE|PO
Tacrolimus,Oral:,5 mg Slow release capsule ,L04AD02 ,,,,STREPTOKINASE,STREPTOKINASE,TACROLIMUS,TACROLIMUS,PO,['5MG'],['CAPSULE'],5MG|CAPSULE|PO
Tafluprost,Ophthalmic:,15 mcg/mL Ophthalmic drop solution in 0.3 mL Single Dose Bottle ,S01EE05 ,,,,STREPTOKINASE,STREPTOKINASE,TAFLUPROST,TAFLUPROST,OPHTHALMIC,"['0.3ML', '15MCG']",['SOLUTION'],"0.3ML,15MCG|SOLUTION|OPHTHALMIC"
Tamoxifen,Oral:,10 mg (as Citrate) Tablet ,L02BA01 ,,,,STREPTOKINASE,STREPTOKINASE,TAMOXIFEN,TAMOXIFEN,PO,['10MG'],['TABLET'],10MG|TABLET|PO
Tamoxifen,Oral:,20 mg (as Citrate) Tablet ,L02BA01 ,,,,STREPTOKINASE,STREPTOKINASE,TAMOXIFEN,TAMOXIFEN,PO,['20MG'],['TABLET'],20MG|TABLET|PO
Tamsulosin,Oral:,200 mcg (as Hydrochloride) Capsule *Primary Health Care,G04CA02 ,,,,STREPTOKINASE,STREPTOKINASE,TAMSULOSIN,TAMSULOSIN,PO,['200MCG'],['CAPSULE'],200MCG|CAPSULE|PO
Tamsulosin,Oral:,200 mcg Orally disintegrating tablet (ODT) ,G04CA02 ,,,,STREPTOKINASE,STREPTOKINASE,TAMSULOSIN,TAMSULOSIN,PO,['200MCG'],['TABLET'],200MCG|TABLET|PO
Tamsulosin,Oral:,400 mcg Prolonged release film coated tablet ,G04CA02 ,,,,STREPTOKINASE,STREPTOKINASE,TAMSULOSIN,TAMSULOSIN,PO,['400MCG'],['TABLET'],400MCG|TABLET|PO
Tegafur + Uracil,Oral:,100 mg + 224 mg Capsule ,L01BC53 ,,,,STREPTOKINASE,STREPTOKINASE,TEGAFUR + URACIL,TEGAFUR + URACIL,PO,"['100MG', '224MG']",['CAPSULE'],"100MG,224MG|CAPSULE|PO"
Telmisartan,Oral:,40 mg Tablet ,C09CA07 ,,,,STREPTOKINASE,STREPTOKINASE,TELMISARTAN,TELMISARTAN,PO,['40MG'],['TABLET'],40MG|TABLET|PO
Telmisartan,Oral:,80 mg Tablet ,C09CA07 ,,,,STREPTOKINASE,STREPTOKINASE,TELMISARTAN,TELMISARTAN,PO,['80MG'],['TABLET'],80MG|TABLET|PO
Telmisartan + Hydrochlorothiazide,Oral:,40 mg + 12.5 mg Tablet ,C09DA07 ,,,,STREPTOKINASE,STREPTOKINASE,TELMISARTAN + HYDROCHLOROTHIAZIDE,TELMISARTAN + HYDROCHLOROTHIAZIDE,PO,"['12.5MG', '40MG']",['TABLET'],"12.5MG,40MG|TABLET|PO"
Tenofovir + Lamivudine + Dolutegravir,Oral:,300 mg + 300 mg + 50 mg Tablet (Fixed-dose combination) ,J05AR27 ,,,,STREPTOKINASE,STREPTOKINASE,TENOFOVIR + LAMIVUDINE + DOLUTEGRAVIR,TENOFOVIR + LAMIVUDINE + DOLUTEGRAVIR,PO,"['300MG', '50MG']",['TABLET'],"300MG,50MG|TABLET|PO"
Tenofovir alafenamide,Oral:,25 mg (as Fumarate) Tablet ,J05AF13 ,,,,STREPTOKINASE,STREPTOKINASE,TENOFOVIR ALAFENAMIDE,TENOFOVIR ALAFENAMIDE,PO,['25MG'],['TABLET'],25MG|TABLET|PO
Tenofovir disoproxil,Oral:,300 mg (as Fumarate) Tablet ,J05AF07 ,,,,STREPTOKINASE,STREPTOKINASE,TENOFOVIR DISOPROXIL,TENOFOVIR DISOPROXIL,PO,['300MG'],['TABLET'],300MG|TABLET|PO
Terazosin,Oral:,1 mg (as Hydrochloride) Tablet ,G04CA03 ,,,,STREPTOKINASE,STREPTOKINASE,TERAZOSIN,TERAZOSIN,PO,['1MG'],['TABLET'],1MG|TABLET|PO
Terazosin,Oral:,2 mg (as Hydrochloride) Tablet ,G04CA03 ,,,,STREPTOKINASE,STREPTOKINASE,TERAZOSIN,TERAZOSIN,PO,['2MG'],['TABLET'],2MG|TABLET|PO
Terazosin,Oral:,5 mg (as Hydrochloride) Tablet ,G04CA03 ,,,,STREPTOKINASE,STREPTOKINASE,TERAZOSIN,TERAZOSIN,PO,['5MG'],['TABLET'],5MG|TABLET|PO
Terbinafine,Oral:,250 mg (as Hydrochloride) Tablet ,D01BA02 ,,,,STREPTOKINASE,STREPTOKINASE,TERBINAFINE,TERBINAFINE,PO,['250MG'],['TABLET'],250MG|TABLET|PO
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 3 g Tube ,D01BA02 ,,,,STREPTOKINASE,STREPTOKINASE,TERBINAFINE,TERBINAFINE,TOP,"['1%', '3G']",['CREAM'],"1%,3G|CREAM|TOP"
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 5 g Tube ,D01BA02 ,,,,STREPTOKINASE,STREPTOKINASE,TERBINAFINE,TERBINAFINE,TOP,"['1%', '5G']",['CREAM'],"1%,5G|CREAM|TOP"
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 10 g Tube ,D01BA02 ,,,,STREPTOKINASE,STREPTOKINASE,TERBINAFINE,TERBINAFINE,TOP,"['1%', '10G']",['CREAM'],"1%,10G|CREAM|TOP"
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 15 g Tube ,D01BA02 ,,,,STREPTOKINASE,STREPTOKINASE,TERBINAFINE,TERBINAFINE,TOP,"['1%', '15G']",['CREAM'],"1%,15G|CREAM|TOP"
Terbutaline,Oral:,5 mg (as Sulfate) Tablet ,R03CC03 ,,,,STREPTOKINASE,STREPTOKINASE,TERBUTALINE,TERBUTALINE,PO,['5MG'],['TABLET'],5MG|TABLET|PO
Terbutaline,Oral:,1.5 mg/5 mL (as Sulfate) Syrup in 60 mL ,R03CC03 ,,,,STREPTOKINASE,STREPTOKINASE,TERBUTALINE,TERBUTALINE,PO,"['1.5MG/5ML', '60ML']",['SYRUP'],"1.5MG/5ML,60ML|SYRUP|PO"
Terbutaline,Inj.:,"500 mcg/mL (as Sulfate) in 1 mL Ampul (IM,IV,SC) ",R03CC03 ,,,,STREPTOKINASE,STREPTOKINASE,TERBUTALINE,TERBUTALINE,INJ.,"['1ML', '500MCG']",['AMPUL'],"1ML,500MCG|AMPUL|INJ."
Terbutaline,Inhalation:,2.5 mg/mL (as Sulfate) in 2 mL Unit dose (For nebulization) ,R03CC03 ,,,,STREPTOKINASE,STREPTOKINASE,TERBUTALINE,TERBUTALINE,INH,"['2.5MG', '2ML']",['UNSPECIFIED'],"2.5MG,2ML|UNSPECIFIED|INH"
Testosterone,Inj.:,250 mg/mL (as Undecanoate) Solution for injection in 4 mL ,G03BA03 ,,,,STREPTOKINASE,STREPTOKINASE,TESTOSTERONE,TESTOSTERONE,INJ.,"['250MG', '4ML']",['SOLUTION'],"250MG,4ML|SOLUTION|INJ."
Tetanus Immunoglobulin (Human),Inj.:,1000 IU/mL in 1.5 mL Vial (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['1.5ML', '1000IU']",['VIAL'],"1.5ML,1000IU|VIAL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,1500 IU/mL in 1 mL Ampul (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['1500IU', '1ML']",['AMPUL'],"1500IU,1ML|AMPUL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 1 mL Ampul (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['1ML', '250IU']",['AMPUL'],"1ML,250IU|AMPUL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 2 mL Ampul (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['250IU', '2ML']",['AMPUL'],"250IU,2ML|AMPUL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 4 mL Ampul (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['250IU', '4ML']",['AMPUL'],"250IU,4ML|AMPUL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 1 mL Pre-filled syringe (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['1ML', '250IU']",['PRE-FILLED SYRINGE'],"1ML,250IU|PRE-FILLED SYRINGE|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 1 mL Vial (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['1ML', '250IU']",['VIAL'],"1ML,250IU|VIAL|INJ."
Tetanus Immunoglobulin (Human),Inj.:,250 IU/mL in 2 mL Vial (IM) *Primary Health Care,J06BB02 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS IMMUNOGLOBULIN (HUMAN),TETANUS IMMUNOGLOBULIN (HUMAN),INJ.,"['250IU', '2ML']",['VIAL'],"250IU,2ML|VIAL|INJ."
Tetanus Toxoid,Inj.:,in 0.5 mL Ampul (IM) *Primary Health Care,J07AM01 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS TOXOID,TETANUS TOXOID,INJ.,['0.5ML'],['AMPUL'],0.5ML|AMPUL|INJ.
Tetanus Toxoid,Inj.:,in 10 mL Vial (IM) *Primary Health Care,J07AM01 ,,,,STREPTOKINASE,STREPTOKINASE,TETANUS TOXOID,TETANUS TOXOID,INJ.,['10ML'],['VIAL'],10ML|VIAL|INJ.
Tetracaine,Inj.:,20 mg (as Hydrochloride) Sterile powder Ampul (Spinal) ,S01HA03 ,,,,STREPTOKINASE,STREPTOKINASE,TETRACAINE,TETRACAINE,INJ.,['20MG'],['AMPUL'],20MG|AMPUL|INJ.
Tetracycline,Oral:,250 mg Capsule ,J01AA07 ,,,,STREPTOKINASE,STREPTOKINASE,TETRACYCLINE,TETRACYCLINE,PO,['250MG'],['CAPSULE'],250MG|CAPSULE|PO
Tetracycline,Oral:,500 mg Capsule ,J01AA07 ,,,,STREPTOKINASE,STREPTOKINASE,TETRACYCLINE,TETRACYCLINE,PO,['500MG'],['CAPSULE'],500MG|CAPSULE|PO
Theophylline (Anhydrous),Oral:,150 mg Tablet ,R03DA04 ,,,,STREPTOKINASE,STREPTOKINASE,THEOPHYLLINE (ANHYDROUS),THEOPHYLLINE (ANHYDROUS),PO,['150MG'],['TABLET'],150MG|TABLET|PO
Theophylline (Anhydrous),Oral:,200 mg Tablet ,R03DA04 ,,,,STREPTOKINASE,STREPTOKINASE,THEOPHYLLINE (ANHYDROUS),THEOPHYLLINE (ANHYDROUS),PO,['200MG'],['TABLET'],200MG|TABLET|PO
Theophylline (Anhydrous),Oral:,200 mg Modified Release (MR) tablet ,R03DA04 ,,,,STREPTOKINASE,STREPTOKINASE,THEOPHYLLINE (ANHYDROUS),THEOPHYLLINE (ANHYDROUS),PO,['200MG'],['TABLET'],200MG|TABLET|PO
Theophylline (Anhydrous),Oral:,25 mg/5 mL (26.7 mg/5 mL) Syrup in 100 mL ,R03DA04 ,,,,STREPTOKINASE,STREPTOKINASE,THEOPHYLLINE (ANHYDROUS),THEOPHYLLINE (ANHYDROUS),PO,"['100ML', '25MG/5ML', '26.7MG/5ML']",['SYRUP'],"100ML,25MG/5ML,26.7MG/5ML|SYRUP|PO"
Thiamine/Vitamin B1,Oral:,100 mg (as Hydrochloride) Tablet ,A11DA01 ,,,,STREPTOKINASE,STREPTOKINASE,THIAMINE/VITAMIN B1,THIAMINE/VITAMIN B1,PO,['100MG'],['TABLET'],100MG|TABLET|PO
Thiamine/Vitamin B1,Oral:,300 mg (as Hydrochloride) Tablet ,A11DA01 ,,,,STREPTOKINASE,STREPTOKINASE,THIAMINE/VITAMIN B1,THIAMINE/VITAMIN B1,PO,['300MG'],['TABLET'],300MG|TABLET|PO
Thiamine/Vitamin B1,Inj.:,100 mg/mL (as Hydrochloride) in 1 mL Ampul/Vial (IV) ,A11DA01 ,,,,STREPTOKINASE,STREPTOKINASE,THIAMINE/VITAMIN B1,THIAMINE/VITAMIN B1,INJ.,"['100MG', '1ML']","['AMPUL', 'VIAL']","100MG,1ML|AMPUL,VIAL|INJ."
Thiamine/Vitamin B1,Inj.:,"100 mg/mL (as Hydrochloride) in 10 mL Vial (IM,IV) ",A11DA01 ,,,,STREPTOKINASE,STREPTOKINASE,THIAMINE/VITAMIN B1,THIAMINE/VITAMIN B1,INJ.,"['100MG', '10ML']",['VIAL'],"100MG,10ML|VIAL|INJ."
